No,FI10501J.PV,FI10301J.PV,PI10105.PV,PI10103.PV,TI10101.PV,TI10103.PV,PI10101.PV,PIP101A1.PV,PIP101B1.PV,WIP101A.PV,WIP101B.PV,EIP101A.PV,EIP101B.PV,FIC10101.PV,FIC10101.OP,FIC10101.SP,LIC10101.PV,LIC10101.OP,LIC10101.SP,VX1YHQ.OP,VX2YHQ.OP,VX9D101.OP,VX2D101.OP,VX1P101.OP,PSV10101AB.OP,DS_P101.OP,XL_P101.OP,label
19,60.56469,0.0,1.900108,0.0,38.033027,24.964662,0.797472,2.841893,0.0,89.238793,0.0,14.856826,0.0,60.913854,33.700596,60.783125,50.008255,33.768403,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,60.930765,0.0,1.896474,0.0,38.142578,25.165904,0.79955,2.854573,0.0,89.374568,0.0,14.90799,0.0,61.073179,33.665506,60.876603,50.03405,33.820335,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,60.375216,0.0,1.90392,0.0,38.110188,25.0748,0.799213,2.841921,0.0,89.54143,0.0,14.90974,0.0,60.794987,33.71033,60.705246,49.986519,33.725137,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,60.486476,0.0,1.894425,0.0,37.983067,25.127589,0.801144,2.843777,0.0,89.198176,0.0,14.790542,0.0,60.433388,33.909579,60.769548,50.004358,33.76086,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,60.552965,0.0,1.90777,0.0,38.08006,25.08557,0.798501,2.839291,0.0,88.950515,0.0,14.843468,0.0,60.815108,33.778978,60.854771,50.027892,33.808206,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,60.931078,0.0,1.902199,0.0,38.14847,25.035815,0.798948,2.851531,0.0,88.928934,0.0,14.89229,0.0,60.819429,33.805212,60.91195,50.043557,33.839972,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,60.799806,0.0,1.891944,0.0,38.162358,25.018382,0.799538,2.849951,0.0,89.237562,0.0,14.793868,0.0,60.85197,33.72558,60.770734,50.004309,33.761519,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,60.678786,0.0,1.890641,0.0,38.034007,25.040186,0.796133,2.826071,0.0,89.514231,0.0,14.945524,0.0,60.86104,33.740354,60.816046,50.016812,33.786692,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,60.915103,0.0,1.901301,0.0,38.088483,24.977512,0.798094,2.865238,0.0,89.076226,0.0,14.843185,0.0,61.038841,33.831275,61.188445,50.119658,33.99358,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,60.594258,0.0,1.909293,0.0,37.900567,25.012856,0.803021,2.846344,0.0,89.568857,0.0,14.848037,0.0,60.522028,34.089555,61.207092,50.124216,34.00394,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,60.78326,0.0,1.903641,0.0,37.826058,25.005133,0.800956,2.858211,0.0,89.437502,0.0,14.923763,0.0,60.645576,33.711584,60.490542,49.925547,33.605857,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
